customerID,gender,SeniorCitizen,Partner,Dependents,tenure,MonthlyCharges,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn,tenure_group,avg_charge_per_month,services_count,is_auto_pay,is_high_monthly_charge
2138-VFAPZ,Female,No,Yes,Yes,14,19.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,263.65,No,13-24,18.8321428571429,0,0,0
6131-JLWZM,Female,No,No,No,13,20.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,275.4,No,13-24,21.1846153846154,0,0,0
4785-QRJHC,Male,Yes,Yes,No,46,59.9,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),2816.65,Yes,25+,61.2315217391304,5,1,0
0269-XFESX,Male,No,Yes,Yes,23,24.35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,538.5,No,13-24,23.4130434782609,0,0,0
1709-EJDOX,Female,No,Yes,Yes,47,19.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,948.9,No,25+,20.1893617021277,0,0,0
4316-XCSLJ,Male,No,No,Yes,17,50.3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,846.8,No,13-24,49.8117647058824,1,0,0
8610-WFCJF,Female,No,Yes,Yes,49,95.6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4783.5,Yes,25+,97.6224489795918,2,0,1
9693-XMUOB,Male,Yes,Yes,No,59,50.25,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2997.45,No,25+,50.8042372881356,3,0,0
0383-CLDDA,Female,No,No,No,69,85.35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5897.4,No,25+,85.4695652173913,5,1,1
4905-JEFDW,Male,No,No,No,11,41.6,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,470.6,Yes,7-12,42.7818181818182,2,0,0
2709-UQGNP,Male,No,No,No,10,51.65,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,524.5,No,7-12,52.45,1,0,0
3549-ZTMNH,Male,No,Yes,Yes,12,24.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),269.65,No,7-12,22.4708333333333,0,1,0
7881-INRLC,Male,No,No,No,45,100.85,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4740.0,Yes,25+,105.333333333333,3,1,1
8033-ATFAS,Female,No,Yes,Yes,39,59.85,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,2341.5,No,25+,60.0384615384615,2,0,0
1635-NZATJ,Male,Yes,Yes,No,71,25.45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1789.65,No,25+,25.206338028169,0,1,0
0562-HKHML,Male,No,Yes,Yes,71,23.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1626.4,No,25+,22.9070422535211,0,1,0
8277-RVRSV,Female,No,Yes,Yes,33,24.15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),800.3,No,25+,24.2515151515152,0,1,0
9943-VSZUV,Male,Yes,No,No,67,75.7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,5060.85,No,25+,75.5350746268657,0,0,0
0117-LFRMW,Male,No,Yes,Yes,37,40.2,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),1448.8,Yes,25+,39.1567567567568,3,1,0
6172-FECYY,Male,No,Yes,Yes,49,84.5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,4254.85,Yes,25+,86.8336734693878,1,0,1
7054-ENNGU,Female,No,Yes,No,9,50.85,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,466.6,No,7-12,51.8444444444444,1,0,0
1455-HFBXA,Male,No,Yes,No,52,91.6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),4627.8,No,25+,88.9961538461538,3,1,1
9402-CXWPL,Female,No,No,No,70,98.9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,6838.6,No,25+,97.6942857142857,3,0,1
1628-BIZYP,Male,No,No,No,1,85.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,No,0-6,85.0,2,0,1
1965-AKTSX,Female,Yes,No,No,14,78.95,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1101.85,Yes,13-24,78.7035714285714,1,0,0
0082-LDZUE,Male,No,No,No,1,44.3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.3,No,0-6,44.3,0,0,0
4786-UKSNZ,Male,No,No,No,1,20.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,Yes,0-6,20.2,0,0,0
5343-SGUBI,Female,No,No,No,52,80.2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,4297.6,No,25+,82.6461538461539,1,0,1
0856-NAOES,Male,No,No,No,6,60.9,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,414.1,No,0-6,69.0166666666667,2,0,0
1976-AZZPJ,Male,No,Yes,No,7,34.2,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,256.6,No,7-12,36.6571428571429,2,0,0
7248-VZQLC,Female,Yes,No,No,47,85.2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3969.35,Yes,25+,84.4542553191489,2,1,1
6156-UZDLF,Female,No,No,No,26,87.15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),2274.1,No,25+,87.4653846153846,3,1,1
3099-OONVS,Male,No,Yes,Yes,25,54.3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,1296.8,No,25+,51.872,2,0,0
9500-WBGRP,Male,No,No,No,69,19.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1268.85,No,25+,18.3891304347826,0,0,0
5183-KLYEM,Female,No,No,No,72,112.75,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8192.6,No,25+,113.786111111111,6,1,1
5144-PQCDZ,Male,No,No,No,4,19.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.25,No,0-6,14.8125,0,0,0
8514-VZHEB,Male,No,Yes,Yes,59,19.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1147.85,No,25+,19.4550847457627,0,0,0
6625-IUTTT,Male,No,No,No,67,65.55,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),4361.55,No,25+,65.0977611940299,3,1,0
9355-NPPFS,Female,Yes,No,No,26,78.8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2006.1,No,25+,77.1576923076923,1,0,0
0068-FIGTF,Female,No,No,No,27,78.2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,2078.95,No,25+,76.9981481481481,5,0,0
5965-GGPRW,Male,No,Yes,Yes,72,105.25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),7609.75,No,25+,105.690972222222,4,1,1
8035-PWSEV,Female,No,No,No,6,89.25,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,487.05,No,0-6,81.175,3,0,1
2236-HILPA,Male,No,Yes,Yes,62,20.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1218.45,No,25+,19.6524193548387,0,1,0
1840-BIUOG,Male,No,No,No,20,68.7,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,1416.2,No,13-24,70.81,3,0,0
1356-MKYSK,Male,No,No,No,6,78.65,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),483.3,No,0-6,80.55,5,1,0
6080-LNESI,Male,No,No,No,51,24.75,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1234.6,No,25+,24.2078431372549,0,0,0
1830-IPXVJ,Female,No,Yes,Yes,61,19.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1311.6,No,25+,21.5016393442623,0,1,0
5828-DWPIL,Male,Yes,Yes,No,62,89.1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,5618.3,No,25+,90.6177419354839,3,0,1
8398-TBIYD,Female,No,No,No,72,84.7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),6185.15,No,25+,85.9048611111111,2,1,1
0011-IGKFF,Male,Yes,Yes,No,13,98.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1237.85,Yes,13-24,95.2192307692308,4,0,1
4192-GORJT,Male,No,Yes,No,5,94.45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,498.1,Yes,0-6,99.62,3,0,1
6496-SLWHQ,Male,Yes,No,No,3,105.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,294.45,Yes,0-6,98.15,4,0,1
9912-GVSEQ,Female,Yes,Yes,No,26,93.85,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2381.55,Yes,25+,91.5980769230769,3,0,1
2931-FSOHN,Male,Yes,No,No,13,59.9,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,788.35,No,13-24,60.6423076923077,2,0,0
9418-RUKPH,Female,No,Yes,Yes,38,19.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,756.4,No,25+,19.9052631578947,0,0,0
5383-MMTWC,Female,Yes,Yes,No,8,84.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,613.4,Yes,7-12,76.675,1,0,1
9971-ZWPBF,Male,Yes,Yes,Yes,34,108.9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3625.2,No,25+,106.623529411765,5,0,1
4712-AUQZO,Male,No,No,No,18,33.6,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,550.35,No,13-24,30.575,2,0,0
9711-FJTBX,Male,No,Yes,Yes,56,85.85,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,4793.8,No,25+,85.6035714285714,3,0,1
2908-ZTPNF,Female,No,No,No,36,34.85,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),1267.2,No,25+,35.2,2,1,0
7240-ETPTR,Female,No,Yes,No,9,48.75,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,442.2,Yes,7-12,49.1333333333333,3,0,0
2202-CUYXZ,Male,No,No,No,1,84.85,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,Yes,0-6,84.85,2,0,1
5995-OIGLP,Male,No,No,No,12,56.65,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,654.85,Yes,7-12,54.5708333333333,2,0,0
8421-WZOOW,Female,Yes,Yes,Yes,57,95.3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),5567.45,No,25+,97.6745614035088,4,1,1
6261-RCVNS,Female,No,No,No,42,73.9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),3160.55,Yes,25+,75.2511904761905,5,1,0
7951-QKZPL,Female,No,Yes,Yes,33,24.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,740.3,Yes,25+,22.4333333333333,0,0,0
1414-YADCW,Male,No,Yes,No,70,84.6,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),5706.2,No,25+,81.5171428571429,3,1,1
8756-RDDLT,Female,No,No,No,68,44.95,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,3085.35,No,25+,45.3727941176471,3,0,0
2862-PFNIK,Male,No,No,Yes,1,24.7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,No,0-6,24.7,0,0,0
5816-QVHRX,Female,No,No,No,37,100.3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),3541.4,No,25+,95.7135135135135,3,1,1
4430-YHXGG,Female,No,No,Yes,4,25.45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.2,No,0-6,21.05,0,0,0
6888-SBYAI,Male,No,No,No,1,50.7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.7,No,0-6,50.7,1,0,0
7395-XWZOY,Male,No,No,No,20,55.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1165.55,No,13-24,58.2775,5,1,0
7169-YWAMK,Male,No,Yes,Yes,72,68.4,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),4855.35,No,25+,67.4354166666667,4,1,0
3640-PHQXK,Female,No,No,No,31,89.9,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2806.9,Yes,25+,90.5451612903226,2,0,1
6877-LGWXO,Male,Yes,Yes,No,18,78.55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1422.65,Yes,13-24,79.0361111111111,1,0,0
6859-RKMZJ,Male,No,Yes,No,11,55.05,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),608.15,No,7-12,55.2863636363636,1,1,0
2729-VNVAP,Female,No,Yes,Yes,33,19.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),641.35,No,25+,19.4348484848485,0,1,0
2957-JIRMN,Female,Yes,No,No,62,84.45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,4959.15,No,25+,79.9862903225806,1,0,1
2049-BAFNW,Female,No,No,No,1,35.9,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,35.9,No,0-6,35.9,2,0,0
3842-QTGDL,Male,No,Yes,No,16,80.75,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1321.3,No,13-24,82.58125,2,1,1
7163-OCEQI,Male,No,Yes,Yes,22,78.65,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,1663.75,No,13-24,75.625,4,0,0
9782-LGXMC,Female,No,Yes,Yes,49,61.75,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),3024.15,No,25+,61.7173469387755,3,1,0
5975-BAICR,Male,No,Yes,Yes,36,63.7,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),2188.5,No,25+,60.7916666666667,3,1,0
8019-ENHXU,Male,No,Yes,No,42,99.45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,4138.05,Yes,25+,98.525,4,0,1
5167-GBFRE,Male,Yes,No,No,4,25.2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.5,Yes,0-6,25.625,0,1,0
9033-EOXWV,Female,No,No,No,12,74.05,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,872.65,Yes,7-12,72.7208333333333,3,0,0
4673-KKSLS,Female,No,No,No,31,87.6,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,2724.25,No,25+,87.8790322580645,3,0,1
4853-OITSN,Male,No,Yes,No,5,89.15,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,413.25,No,0-6,82.65,2,0,1
9800-OUIGR,Male,No,Yes,Yes,66,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1374.2,No,25+,20.8212121212121,0,1,0
1324-NLTJE,Female,Yes,No,No,15,55.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),757.1,Yes,13-24,50.4733333333333,1,1,0
2324-EFHVG,Male,No,No,No,64,104.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),6692.65,No,25+,104.57265625,4,1,1
7094-MSZAO,Male,No,Yes,Yes,10,20.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),218.5,No,7-12,21.85,0,1,0
1522-VVDMG,Male,No,Yes,Yes,7,89.75,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,608.8,Yes,7-12,86.9714285714286,3,0,1
6907-CQGPN,Male,No,No,No,29,34.3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,1004.75,No,25+,34.6465517241379,2,0,0
0780-XNZFN,Male,No,No,No,57,20.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1125.6,No,25+,19.7473684210526,0,1,0
0239-OXEXL,Female,No,No,No,46,84.25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,3847.6,No,25+,83.6434782608696,2,0,1
2675-IJRGJ,Male,No,No,No,53,19.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),978.0,No,25+,18.4528301886792,0,1,0
7049-GKVZY,Female,No,No,No,17,79.85,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),1387.35,No,13-24,81.6088235294118,5,1,0
8577-QSOCG,Female,No,Yes,Yes,38,20.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,746.05,No,25+,19.6328947368421,0,0,0
3721-CNZHX,Male,No,No,No,15,19.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,304.6,No,13-24,20.3066666666667,0,0,0
0212-ISBBF,Female,No,No,No,22,50.35,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1098.85,No,13-24,49.9477272727273,3,0,0
9185-TQCVP,Male,No,Yes,No,14,85.15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1139.2,Yes,13-24,81.3714285714286,1,0,1
3585-YNADK,Female,No,Yes,No,57,74.6,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),4368.95,No,25+,76.6482456140351,4,1,0
5271-DBYSJ,Male,Yes,No,No,11,79.15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),827.7,No,7-12,75.2454545454545,1,1,0
1099-GODLO,Female,No,Yes,Yes,1,20.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,No,0-6,20.35,0,0,0
6828-HMKWP,Male,No,Yes,Yes,12,21.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),262.05,No,7-12,21.8375,0,1,0
5567-WSELE,Male,Yes,Yes,No,3,94.6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,279.55,Yes,0-6,93.1833333333333,2,0,1
1472-TNCWL,Male,No,No,Yes,36,94.7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3512.5,No,25+,97.5694444444444,3,0,1
8063-RJYNF,Male,No,No,No,16,94.25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1483.25,Yes,13-24,92.703125,3,0,1
0687-ZVTHB,Male,No,Yes,Yes,65,72.45,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),4653.85,Yes,25+,71.5976923076923,4,1,0
2080-GKCWQ,Male,No,No,No,2,74.95,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,151.75,No,0-6,75.875,1,0,0
9661-ACXBS,Female,No,No,No,42,105.2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4400.75,Yes,25+,104.779761904762,4,0,1
2193-SFWQW,Male,No,Yes,Yes,72,111.95,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),8033.1,No,25+,111.570833333333,6,1,1
5656-JAMLX,Male,No,No,No,62,19.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1253.65,No,25+,20.2201612903226,0,1,0
3462-BJQQA,Female,No,No,No,6,89.75,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,552.65,No,0-6,92.1083333333333,2,0,1
0442-TDYUO,Male,No,Yes,No,48,20.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1036.0,No,25+,21.5833333333333,0,0,0
6733-LRIZX,Male,No,No,No,35,108.95,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4025.5,No,25+,115.014285714286,5,0,1
9503-XJUME,Male,No,No,Yes,52,19.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),928.4,No,25+,17.8538461538462,0,1,0
4367-NHWMM,Female,No,No,No,1,24.9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.9,No,0-6,24.9,0,0,0
3727-RJMEO,Male,No,Yes,No,6,82.85,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,460.25,Yes,0-6,76.7083333333333,1,0,1
3779-OSWCF,Female,No,Yes,No,71,93.2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6506.15,No,25+,91.6359154929577,6,1,1
6736-DHUQI,Female,No,Yes,Yes,67,84.8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),5598.3,No,25+,83.5567164179105,3,1,1
3915-ODIYG,Male,Yes,No,No,60,71.75,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,4374.55,No,25+,72.9091666666667,3,0,0
1360-RCYRT,Male,No,Yes,Yes,23,30.35,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),678.75,No,13-24,29.5108695652174,1,1,0
2724-FJDYW,Male,No,No,Yes,39,54.85,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),2191.7,No,25+,56.1974358974359,4,1,0
4451-RWASJ,Male,No,Yes,Yes,15,19.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,239.75,No,13-24,15.9833333333333,0,0,0
6646-VRFOL,Male,Yes,Yes,No,53,103.85,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5485.5,Yes,25+,103.5,4,0,1
3460-TJBWI,Male,No,Yes,Yes,24,24.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,609.05,No,13-24,25.3770833333333,0,0,0
5917-HBSDW,Female,No,Yes,Yes,37,19.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,683.75,No,25+,18.4797297297297,0,0,0
5685-IIXLY,Female,No,Yes,Yes,5,83.6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,404.2,Yes,0-6,80.84,2,0,1
5671-UUNXD,Female,Yes,Yes,No,50,100.65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,5189.75,No,25+,103.795,3,0,1
0956-ACVZC,Female,No,No,No,54,94.1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),5060.9,No,25+,93.7203703703704,3,1,1
2325-NBPZG,Female,No,No,No,3,74.55,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,233.65,No,0-6,77.8833333333333,1,0,0
4250-ZBWLV,Male,No,No,No,68,108.45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,7176.55,Yes,25+,105.5375,5,0,1
4482-FTFFX,Male,No,No,No,5,56.15,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,291.45,No,0-6,58.29,2,0,0
8859-DZTGQ,Male,No,No,No,33,20.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,689.75,No,25+,20.9015151515152,0,0,0
0440-MOGPM,Female,No,No,No,41,80.55,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,3263.9,No,25+,79.6073170731707,4,0,1
0020-JDNXP,Female,No,Yes,Yes,34,61.25,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,1993.2,No,25+,58.6235294117647,5,0,0
3752-CQSJI,Female,No,Yes,Yes,13,20.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,254.5,No,13-24,19.5769230769231,0,0,0
5025-GOOKI,Female,No,No,No,20,18.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),347.65,No,13-24,17.3825,0,1,0
